route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
M23+,MQ_H7-Weekday,MQ_H7-Weekday-012000_SBS23_1,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-014000_SBS23_1,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-016000_SBS23_1,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-018000_SBS23_1,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-020000_SBS23_1,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-022000_SBS23_1,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-024000_SBS23_1,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-026000_SBS23_1,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-028000_SBS23_1,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-030000_SBS23_1,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-036000_SBS23_1,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-040000_SBS23_1,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-044000_SBS23_1,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-048000_SBS23_1,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-051500_SBS23_1,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-054700_SBS23_1,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-031000_SBS23_4,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-034000_SBS23_4,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-038000_SBS23_4,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-042000_SBS23_4,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-046000_SBS23_4,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-050000_SBS23_4,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-053900_SBS23_4,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-057100_SBS23_4,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-061100_SBS23_5,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-064300_SBS23_5,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-071500_SBS23_5,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-075500_SBS23_15,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-078700_SBS23_15,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-083900_SBS23_6,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-087100_SBS23_6,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-092300_SBS23_17,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-093100_SBS23_14,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-100300_SBS23_14,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-104500_SBS23_14,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-107900_SBS23_14,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-111500_SBS23_17,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-114900_SBS23_17,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-118700_SBS23_17,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-122100_SBS23_17,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-125000_SBS23_23,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-128100_SBS23_23,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-131000_SBS23_22,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-134000_SBS23_22,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-137000_SBS23_22,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-140000_SBS23_22,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-143500_SBS23_22,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-146000_SBS23_22,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-149500_SBS23_22,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-152000_SBS23_22,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-033500_SBS23_5,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-037000_SBS23_5,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-040000_SBS23_5,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-044000_SBS23_5,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-048000_SBS23_5,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-052000_SBS23_5,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-056300_SBS23_9,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-042000_SBS23_6,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-046000_SBS23_6,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-050000_SBS23_6,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-053500_SBS23_6,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-057500_SBS23_6,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-060700_SBS23_6,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-064700_SBS23_6,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-067900_SBS23_6,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-073100_SBS23_14,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-082300_SBS23_8,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-087500_SBS23_16,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-090700_SBS23_16,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-094700_SBS23_16,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-097900_SBS23_16,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-101500_SBS23_20,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-104900_SBS23_20,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-108500_SBS23_20,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-111900_SBS23_20,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-115500_SBS23_18,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-118900_SBS23_18,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-122300_SBS23_18,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-125700_SBS23_18,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-052700_SBS23_8,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-055900_SBS23_8,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-059900_SBS23_8,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-063100_SBS23_8,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-067100_SBS23_4,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-070300_SBS23_4,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-076300_SBS23_14,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-081500_SBS23_12,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-084700_SBS23_12,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-089900_SBS23_14,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-097100_SBS23_14,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-103500_SBS23_18,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-106900_SBS23_18,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-110500_SBS23_23,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-113900_SBS23_23,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-117500_SBS23_23,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-120900_SBS23_23,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-055100_SBS23_12,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-058300_SBS23_12,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-062300_SBS23_12,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-065500_SBS23_12,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-069500_SBS23_12,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-072700_SBS23_12,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-077900_SBS23_9,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-081100_SBS23_9,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-086300_SBS23_8,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-059500_SBS23_9,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-063500_SBS23_9,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-066700_SBS23_9,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-070700_SBS23_9,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-073900_SBS23_9,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-079100_SBS23_8,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-088300_SBS23_17,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-095500_SBS23_17,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-099500_SBS23_17,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-102700_SBS23_17,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-106500_SBS23_16,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-109900_SBS23_16,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-113500_SBS23_16,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-116900_SBS23_16,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-058700_SBS23_14,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-061900_SBS23_14,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-065900_SBS23_14,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-069100_SBS23_14,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-074300_SBS23_4,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-083500_SBS23_16,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-088700_SBS23_12,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-091900_SBS23_12,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-095900_SBS23_18,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-102500_SBS23_15,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-105900_SBS23_15,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-109500_SBS23_15,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-112900_SBS23_15,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-116500_SBS23_15,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-119900_SBS23_15,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-123500_SBS23_15,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-126900_SBS23_15,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-129500_SBS23_18,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-132500_SBS23_18,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-135500_SBS23_23,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-138500_SBS23_23,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-141500_SBS23_23,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-144500_SBS23_23,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-147500_SBS23_23,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-150000_SBS23_23,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-152000_SBS23_23,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-154000_SBS23_23,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-068300_SBS23_5,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-077500_SBS23_4,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-082700_SBS23_15,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-085900_SBS23_15,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-091100_SBS23_9,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-098300_SBS23_9,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-099100_SBS23_18,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-071900_SBS23_8,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-075100_SBS23_8,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-080300_SBS23_16,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-089500_SBS23_8,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-093500_SBS23_8,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-096700_SBS23_8,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-100500_SBS23_19,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-103900_SBS23_19,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-107500_SBS23_19,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-110900_SBS23_19,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-114500_SBS23_19,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-117900_SBS23_19,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-121100_SBS23_20,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-124500_SBS23_20,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-128000_SBS23_20,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-131000_SBS23_20,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-134000_SBS23_20,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-137000_SBS23_20,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-140000_SBS23_20,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-143000_SBS23_20,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-145500_SBS23_20,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-148000_SBS23_20,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-076700_SBS23_6,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-079900_SBS23_6,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-085100_SBS23_17,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-094300_SBS23_9,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-101500_SBS23_9,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-105500_SBS23_22,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-108900_SBS23_22,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-112500_SBS23_22,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
M23+,MQ_H7-Weekday,MQ_H7-Weekday-115900_SBS23_22,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,1,SBS230005
M23+,MQ_H7-Weekday,MQ_H7-Weekday-119900_SBS23_22,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,0,SBS230004
