route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
M116,MV_A7-Weekday,MV_A7-Weekday-063800_M116_210,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-064800_M116_211,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-065800_M10_4,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-063200_M10_3,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-064200_M116_201,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-065200_M116_207,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-066200_M116_208,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-067200_M116_203,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-068200_M116_210,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-069200_M116_211,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-070200_M10_4,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-071200_M10_3,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-072200_M116_201,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-073200_M116_204,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-074200_M98_103,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-075200_M116_203,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-076200_M98_110,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-077200_M116_211,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-078200_M10_4,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-079200_M10_3,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-080200_M10_10,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-081200_M116_204,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-082200_M98_103,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-083200_M116_208,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-084200_M98_110,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-085200_M116_206,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-086200_M10_9,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-066800_M10_3,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-067800_M116_201,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-068800_M116_204,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-069800_M116_208,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-070800_M116_203,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-071800_M98_110,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-072800_M116_211,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-073800_M10_4,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-074800_M10_3,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-075800_M10_10,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-076800_M116_204,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-077800_M98_103,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-078800_M116_208,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-079800_M98_110,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-080800_M116_206,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-081800_M10_9,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-082800_M98_102,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-087100_M98_102,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-087900_M10_10,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-094600_M10_9,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-095200_M98_102,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-095800_M10_10,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-083700_M10_10,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-084500_M116_212,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-085400_M10_5,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-086200_M98_108,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-087900_M10_8,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-088800_M116_213,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-089600_M116_206,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-090300_M10_9,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-091000_M98_102,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-092200_M116_212,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-092800_M116_214,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-093500_M10_5,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-094300_M98_108,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-095000_M116_215,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-095800_M10_16,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-096500_M10_8,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-097300_M116_216,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-098000_M116_206,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-098800_M10_9,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-096400_M116_212,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-097000_M116_214,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-097700_M10_5,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-098500_M98_108,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-099200_M116_215,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-100000_M10_16,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-100700_M10_8,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-101500_M116_216,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-102200_M116_206,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-103000_M10_9,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-103700_M98_102,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-104500_M116_212,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-099500_M98_102,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-100300_M116_212,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-101000_M116_214,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-101800_M10_5,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-102500_M98_108,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-103300_M116_215,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-104000_M10_16,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-104800_M10_8,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-105500_M116_216,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-106300_M116_206,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-107300_M10_9,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-108300_M10_20,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-105200_M116_214,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-106000_M10_5,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-106700_M98_108,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-107500_M116_217,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-108300_M10_16,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-109100_M10_8,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-109900_M116_216,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-110700_M116_206,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-111500_M10_9,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-112300_M10_20,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-113300_M116_214,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-114300_M116_218,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-109300_M116_214,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-110300_M116_218,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-111300_M116_217,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-112500_M10_16,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-113700_M116_216,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-115300_M116_217,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-116300_M10_16,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-117500_M116_216,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-118700_M116_212,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-120200_M10_20,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-114900_M116_212,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-116400_M10_20,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-117900_M116_218,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-119400_M10_16,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-120900_M116_216,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-122400_M116_212,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-123900_M10_20,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-125400_M116_218,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-121700_M116_218,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-123200_M10_16,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-124700_M98_113,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-126200_M116_212,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-127700_M98_111,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-129200_M116_216,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-130700_M116_214,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-126900_M116_214,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-128400_M98_113,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-130400_M98_111,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-144500_M116_216,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-132500_M98_113,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-134500_M98_111,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-136500_M116_216,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-138500_M116_214,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-140500_M98_113,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-142500_M98_111,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-152500_M98_113,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-149500_M98_111,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-146500_M98_113,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-132400_M116_216,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-134400_M116_214,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-136400_M98_113,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-138400_M98_111,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-140400_M116_216,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-143400_M98_113,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-150000_M98_113,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-146400_M98_111,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-092200_M10_8,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-087100_M116_208,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-091600_M10_10,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-045500_M116_209,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-047700_M116_203,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-048500_M116_205,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-047000_M116_210,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-044300_M116_X01,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-045000_M116_201,E. HARLEM PALADINO AV XTOWN,0,M1160059
M116,MV_A7-Weekday,MV_A7-Weekday-088800_M116_212,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-089600_M10_5,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-090500_M98_108,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-091300_M116_208,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-093000_M116_213,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M116,MV_A7-Weekday,MV_A7-Weekday-093800_M116_206,WEST SIDE BWAY - 106 ST XTOWN,1,M1160056
M106,MV_A7-Weekday,MV_A7-Weekday-041000_M96_5,WEST SIDE WEST END AV CROSSTOWN,1,M1060025
M106,MV_A7-Weekday,MV_A7-Weekday-044000_M96_2,WEST SIDE WEST END AV CROSSTOWN,1,M1060025
M106,MV_A7-Weekday,MV_A7-Weekday-047500_M96_11,WEST SIDE WEST END AV CROSSTOWN,1,M1060025
M106,MV_A7-Weekday,MV_A7-Weekday-049500_M96_13,WEST SIDE WEST END AV CROSSTOWN,1,M1060025
M106,MV_A7-Weekday,MV_A7-Weekday-050700_M96_14,WEST SIDE WEST END AV CROSSTOWN,1,M1060025
M106,MV_A7-Weekday,MV_A7-Weekday-051900_M96_17,WEST SIDE WEST END AV CROSSTOWN,1,M1060025
M106,MV_A7-Weekday,MV_A7-Weekday-053100_M96_19,WEST SIDE WEST END AV CROSSTOWN,1,M1060025
M106,MV_A7-Weekday,MV_A7-Weekday-054300_M96_11,WEST SIDE WEST END AV CROSSTOWN,1,M1060025
M106,MV_A7-Weekday,MV_A7-Weekday-055500_M96_22,WEST SIDE WEST END AV CROSSTOWN,1,M1060025
M106,MV_A7-Weekday,MV_A7-Weekday-056700_M96_13,WEST SIDE WEST END AV CROSSTOWN,1,M1060025
M106,MV_A7-Weekday,MV_A7-Weekday-058200_M96_14,WEST SIDE WEST END AV CROSSTOWN,1,M1060025
M106,MV_A7-Weekday,MV_A7-Weekday-059700_M96_20,WEST SIDE WEST END AV CROSSTOWN,1,M1060025
M106,MV_A7-Weekday,MV_A7-Weekday-061200_M96_21,WEST SIDE WEST END AV CROSSTOWN,1,M1060025
M106,MV_A7-Weekday,MV_A7-Weekday-062700_M96_22,WEST SIDE WEST END AV CROSSTOWN,1,M1060025
M106,MV_A7-Weekday,MV_A7-Weekday-064200_M96_13,WEST SIDE WEST END AV CROSSTOWN,1,M1060025
M106,MV_A7-Weekday,MV_A7-Weekday-067200_M96_20,WEST SIDE WEST END AV CROSSTOWN,1,M1060025
M106,MV_A7-Weekday,MV_A7-Weekday-070200_M96_22,WEST SIDE WEST END AV CROSSTOWN,1,M1060025
M106,MV_A7-Weekday,MV_A7-Weekday-073200_M96_24,WEST SIDE WEST END AV CROSSTOWN,1,M1060025
M106,MV_A7-Weekday,MV_A7-Weekday-076200_M96_7,WEST SIDE WEST END AV CROSSTOWN,1,M1060025
M106,MV_A7-Weekday,MV_A7-Weekday-079200_M96_13,WEST SIDE WEST END AV CROSSTOWN,1,M1060025
M106,MV_A7-Weekday,MV_A7-Weekday-082200_M96_26,WEST SIDE WEST END AV CROSSTOWN,1,M1060025
M106,MV_A7-Weekday,MV_A7-Weekday-084200_M96_14,WEST SIDE WEST END AV CROSSTOWN,1,M1060025
M106,MV_A7-Weekday,MV_A7-Weekday-086200_M96_30,WEST SIDE WEST END AV CROSSTOWN,1,M1060025
M106,MV_A7-Weekday,MV_A7-Weekday-088200_M96_29,WEST SIDE WEST END AV CROSSTOWN,1,M1060025
M106,MV_A7-Weekday,MV_A7-Weekday-090200_M96_20,WEST SIDE WEST END AV CROSSTOWN,1,M1060025
M106,MV_A7-Weekday,MV_A7-Weekday-092200_M96_16,WEST SIDE WEST END AV CROSSTOWN,1,M1060025
M106,MV_A7-Weekday,MV_A7-Weekday-094200_M96_24,WEST SIDE WEST END AV CROSSTOWN,1,M1060025
M106,MV_A7-Weekday,MV_A7-Weekday-096000_M96_25,WEST SIDE WEST END AV CROSSTOWN,1,M1060025
M106,MV_A7-Weekday,MV_A7-Weekday-097500_M96_32,WEST SIDE WEST END AV CROSSTOWN,1,M1060025
M106,MV_A7-Weekday,MV_A7-Weekday-099000_M96_31,WEST SIDE WEST END AV CROSSTOWN,1,M1060025
M106,MV_A7-Weekday,MV_A7-Weekday-100200_M96_30,WEST SIDE WEST END AV CROSSTOWN,1,M1060025
M106,MV_A7-Weekday,MV_A7-Weekday-101400_M96_22,WEST SIDE WEST END AV CROSSTOWN,1,M1060025
M106,MV_A7-Weekday,MV_A7-Weekday-102600_M96_11,WEST SIDE WEST END AV CROSSTOWN,1,M1060025
M106,MV_A7-Weekday,MV_A7-Weekday-103800_M96_20,WEST SIDE WEST END AV CROSSTOWN,1,M1060025
M106,MV_A7-Weekday,MV_A7-Weekday-105000_M96_15,WEST SIDE WEST END AV CROSSTOWN,1,M1060025
M106,MV_A7-Weekday,MV_A7-Weekday-106500_M96_34,WEST SIDE WEST END AV CROSSTOWN,1,M1060025
M106,MV_A7-Weekday,MV_A7-Weekday-108000_M96_24,WEST SIDE WEST END AV CROSSTOWN,1,M1060025
M106,MV_A7-Weekday,MV_A7-Weekday-109500_M96_25,WEST SIDE WEST END AV CROSSTOWN,1,M1060025
M106,MV_A7-Weekday,MV_A7-Weekday-111500_M96_23,WEST SIDE WEST END AV CROSSTOWN,1,M1060025
M106,MV_A7-Weekday,MV_A7-Weekday-113500_M96_34,WEST SIDE WEST END AV CROSSTOWN,1,M1060025
M106,MV_A7-Weekday,MV_A7-Weekday-116000_M96_25,WEST SIDE WEST END AV CROSSTOWN,1,M1060025
M106,MV_A7-Weekday,MV_A7-Weekday-119000_M96_36,WEST SIDE WEST END AV CROSSTOWN,1,M1060025
M106,MV_A7-Weekday,MV_A7-Weekday-122000_M96_33,WEST SIDE WEST END AV CROSSTOWN,1,M1060025
M96,MV_A7-Weekday,MV_A7-Weekday-006000_M96_1,EAST SIDE 1 AV CROSSTOWN,0,M960072
M96,MV_A7-Weekday,MV_A7-Weekday-010000_M96_1,EAST SIDE 1 AV CROSSTOWN,0,M960072
M96,MV_A7-Weekday,MV_A7-Weekday-014000_M96_1,EAST SIDE 1 AV CROSSTOWN,0,M960072
M96,MV_A7-Weekday,MV_A7-Weekday-018000_M96_1,EAST SIDE 1 AV CROSSTOWN,0,M960072
M96,MV_A7-Weekday,MV_A7-Weekday-022000_M96_1,EAST SIDE 1 AV CROSSTOWN,0,M960072
M96,MV_A7-Weekday,MV_A7-Weekday-025500_M96_2,EAST SIDE 1 AV CROSSTOWN,0,M960072
M96,MV_A7-Weekday,MV_A7-Weekday-028500_M96_1,EAST SIDE 1 AV CROSSTOWN,0,M960072
M96,MV_A7-Weekday,MV_A7-Weekday-030500_M96_2,EAST SIDE 1 AV CROSSTOWN,0,M960072
M96,MV_A7-Weekday,MV_A7-Weekday-032500_M96_1,EAST SIDE 1 AV CROSSTOWN,0,M960072
M96,MV_A7-Weekday,MV_A7-Weekday-034300_M96_3,EAST SIDE 1 AV CROSSTOWN,0,M960072
M96,MV_A7-Weekday,MV_A7-Weekday-035800_M96_2,EAST SIDE 1 AV CROSSTOWN,0,M960072
M96,MV_A7-Weekday,MV_A7-Weekday-037000_M96_4,EAST SIDE 1 AV CROSSTOWN,0,M960072
M106,MV_A7-Weekday,MV_A7-Weekday-038000_M96_5,E. HARLEM FDR DR CROSSTOWN,0,M1060028
M96,MV_A7-Weekday,MV_A7-Weekday-038200_M96_1,EAST SIDE 1 AV CROSSTOWN,0,M960072
M96,MV_A7-Weekday,MV_A7-Weekday-039400_M96_3,EAST SIDE 1 AV CROSSTOWN,0,M960072
M96,MV_A7-Weekday,MV_A7-Weekday-040400_M96_6,EAST SIDE 1 AV CROSSTOWN,0,M960072
M106,MV_A7-Weekday,MV_A7-Weekday-041000_M96_2,E. HARLEM FDR DR CROSSTOWN,0,M1060028
M96,MV_A7-Weekday,MV_A7-Weekday-041400_M96_7,EAST SIDE 1 AV CROSSTOWN,0,M960072
M96,MV_A7-Weekday,MV_A7-Weekday-041900_M96_8,EAST SIDE 1 AV CROSSTOWN,0,M960072
